SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
M7139,4,1139,0.554364054175876,0.4985,1000,0.0349250842868588,0.0352629990118623,0.999991219874902,-0.0700552216264327
M688,1,688,0.554396242351445,0.494,1000,0.0349250842868588,0.03526294408408,0.999991219874902,0.068716183802394
M3179,2,1179,0.554563742337251,0.489,1000,0.0349250842868588,0.0352626583496097,0.999991219874902,0.0690764008286351
M2981,2,981,0.554587386718153,0.484,1000,0.0349250842868588,0.0352626180283314,0.999991219874902,-0.0692106879162111
M9355,5,1355,0.554613625029398,0.484,1000,0.0349250842868588,0.0352625732873724,0.999991219874902,0.0694619407898358
M4545,3,545,0.554625094473135,0.5,1000,0.0349250842868588,0.0352625537311975,0.999991219874902,0.0682141789901038
M584,1,584,0.554828296391796,0.4825,1000,0.0349250842868588,0.0352622073850226,0.999991219874902,0.0688192069896445
M8520,5,520,0.554945172058184,0.485,1000,0.0349250842868588,0.0352620082857311,0.999991219874902,-0.0700707358085424
M3638,2,1638,0.55496894507513,0.4865,1000,0.0349250842868588,0.0352619677977772,0.999991219874902,-0.0702874794607169
M2630,2,630,0.554983841614155,0.483,1000,0.0349250842868588,0.0352619424290772,0.999991219874902,0.0696077817435707
M949,1,949,0.555055745960636,0.4935,1000,0.0349250842868588,0.0352618199946036,0.999991219874902,-0.0677644246374598
M9704,5,1704,0.555129016888761,0.483,1000,0.0349250842868588,0.0352616952640704,0.999991219874902,-0.0693639480843444
M4002,3,2,0.55513203023294,0.488,1000,0.0349250842868588,0.0352616901350616,0.999991219874902,-0.0697597504753844
M4741,3,741,0.555234533562735,0.496,1000,0.0349250842868588,0.0352615156957146,0.999991219874902,-0.0684894880486695
M6792,4,792,0.555542393386239,0.5,1000,0.0349250842868588,0.0352609921487501,0.999991219874902,-0.0691621048901538
M398,1,398,0.555619759566216,0.4825,1000,0.0349250842868588,0.0352608606660857,0.999991219874902,0.0679992860685275
M9767,5,1767,0.555646768286653,0.4845,1000,0.0349250842868588,0.0352608147733385,0.999991219874902,-0.0687395507556516
M3701,2,1701,0.555659273100533,0.4905,1000,0.0349250842868588,0.0352607935268079,0.999991219874902,0.0685933855730241
M7658,4,1658,0.555732113574275,0.498,1000,0.0349250842868588,0.035260669783893,0.999991219874902,-0.0700241857057904
M9207,5,1207,0.55575187989081,0.4715,1000,0.0349250842868588,0.0352606362097648,0.999991219874902,0.0689292015708247
M132,1,132,0.5560635498947,0.4905,1000,0.0349250842868588,0.0352601071209859,0.999991219874902,0.0697930344625775
M188,1,188,0.556078186352853,0.498,1000,0.0349250842868588,0.0352600822880624,0.999991219874902,-0.0681414770853053
M9368,5,1368,0.556127196000038,0.474,1000,0.0349250842868588,0.0352599991449496,0.999991219874902,-0.0683018128004846
M9746,5,1746,0.556363573642237,0.49,1000,0.0349250842868588,0.0352595983338617,0.999991219874902,-0.0688938009827211
M9844,5,1844,0.556373956654562,0.4965,1000,0.0349250842868588,0.0352595807354349,0.999991219874902,-0.0683737058372458
M7357,4,1357,0.556390707343112,0.494,1000,0.0349250842868588,0.0352595523455853,0.999991219874902,0.0697987945395084
M9063,5,1063,0.556483842224171,0.4925,1000,0.0349250842868588,0.0352593945258175,0.999991219874902,0.0691271422675754
M8565,5,565,0.556554162450141,0.4955,1000,0.0349250842868588,0.035259275399368,0.999991219874902,-0.0681403024110523
M9146,5,1146,0.556613547541794,0.4995,1000,0.0349250842868588,0.0352591748199077,0.999991219874902,0.0690954743548104
M4349,3,349,0.556803183192913,0.5,1000,0.0349250842868588,0.0352588537738258,0.999991219874902,0.0682284919852236
M206,1,206,0.557016121465007,0.4975,1000,0.0349250842868588,0.0352584935247648,0.999991219874902,0.0692703147862517
M7270,4,1270,0.55703067080219,0.495,1000,0.0349250842868588,0.0352584689197414,0.999991219874902,0.068236214202102
M9537,5,1537,0.557108308300935,0.486,1000,0.0349250842868588,0.0352583376442026,0.999991219874902,-0.0687187665756142
M4261,3,261,0.557153537893677,0.4795,1000,0.0349250842868588,0.0352582611825103,0.999991219874902,0.0682343945748016
M5531,3,1531,0.557210924124944,0.4965,1000,0.0349250842868588,0.0352581641867182,0.999991219874902,-0.0675964727520864
M907,1,907,0.557389621441476,0.5,1000,0.0349250842868588,0.0352578622692059,0.999991219874902,-0.0694116672130463
M7379,4,1379,0.557520343812994,0.472,1000,0.0349250842868588,0.0352576415241952,0.999991219874902,0.0670693212413198
M4352,3,352,0.557828447355638,0.492,1000,0.0349250842868588,0.0352571216329751,0.999991219874902,-0.0687463497482668
M367,1,367,0.557835389396089,0.4895,1000,0.0349250842868588,0.0352571099253365,0.999991219874902,0.0682141112683325
M9701,5,1701,0.558025231301248,0.4945,1000,0.0349250842868588,0.0352567898674516,0.999991219874902,0.068264804751152
M6267,4,267,0.558043829066632,0.49,1000,0.0349250842868588,0.0352567585242979,0.999991219874902,0.0682367259923353
M2709,2,709,0.558096644014112,0.47,1000,0.0349250842868588,0.0352566695251466,0.999991219874902,0.0685782218164377
M5410,3,1410,0.558223056757178,0.4895,1000,0.0349250842868588,0.0352564565705467,0.999991219874902,0.0678509196172286
M7052,4,1052,0.558384049117734,0.493,1000,0.0349250842868588,0.035256185496216,0.999991219874902,-0.0685667882538041
M4480,3,480,0.558470021115429,0.481,1000,0.0349250842868588,0.0352560408000337,0.999991219874902,0.0695146713253507
M4186,3,186,0.558872747085543,0.4895,1000,0.0349250842868588,0.03525536355251,0.999991219874902,0.0682033395448229
M868,1,868,0.558929251351979,0.4835,1000,0.0349250842868588,0.0352552686061045,0.999991219874902,0.0680015005343648
M4715,3,715,0.558940118551607,0.495,1000,0.0349250842868588,0.0352552503476106,0.999991219874902,0.0680288336413355
M1983,1,1983,0.558971311698518,0.497,1000,0.0349250842868588,0.035255197942294,0.999991219874902,-0.0680294633257859
M9683,5,1683,0.559125912259399,0.4945,1000,0.0349250842868588,0.0352549382916219,0.999991219874902,0.0694998218064597
M6045,4,45,0.559181812380844,0.4905,1000,0.0349250842868588,0.0352548444414539,0.999991219874902,0.06815897139154
M3718,2,1718,0.559454266699838,0.4865,1000,0.0349250842868588,0.0352543872769286,0.999991219874902,0.067279020829119
M6433,4,433,0.559462623226571,0.48,1000,0.0349250842868588,0.0352543732618247,0.999991219874902,-0.0677457342733305
M6806,4,806,0.559471716777441,0.4895,1000,0.0349250842868588,0.0352543580110772,0.999991219874902,-0.0689038587270261
M6760,4,760,0.559480108105882,0.486,1000,0.0349250842868588,0.035254343938444,0.999991219874902,-0.0672157066924228
M3851,2,1851,0.5595465366747,0.48,1000,0.0349250842868588,0.0352542325489914,0.999991219874902,0.06849534093584
M4583,3,583,0.559614207947783,0.4905,1000,0.0349250842868588,0.0352541191017172,0.999991219874902,-0.066655735429606
M9729,5,1729,0.559758589575803,0.473,1000,0.0349250842868588,0.0352538771412599,0.999991219874902,0.0678984995470842
M8002,5,2,0.559943980511844,0.482,1000,0.0349250842868588,0.0352535666307047,0.999991219874902,0.0688188012571231
M430,1,430,0.559958240123216,0.4875,1000,0.0349250842868588,0.0352535427554798,0.999991219874902,-0.0670570982859999
M5433,3,1433,0.560024064952207,0.4775,1000,0.0349250842868588,0.0352534325583927,0.999991219874902,0.0687845848150914
M2871,2,871,0.560039659966777,0.4875,1000,0.0349250842868588,0.0352534064544698,0.999991219874902,0.0683704813570785
M7873,4,1873,0.560135275294915,0.4955,1000,0.0349250842868588,0.0352532464378816,0.999991219874902,-0.06744336297578
M1166,1,1166,0.560144730272991,0.493,1000,0.0349250842868588,0.0352532306173832,0.999991219874902,0.0681146608339418
M8159,5,159,0.560423107809757,0.4855,1000,0.0349250842868588,0.0352527650524784,0.999991219874902,0.0687256184073135
M1674,1,1674,0.56072551216838,0.498,1000,0.0349250842868588,0.0352522598060779,0.999991219874902,-0.0671486636355212
M1446,1,1446,0.56102849538881,0.486,1000,0.0349250842868588,0.0352517541158246,0.999991219874902,0.0673999141571358
M6751,4,751,0.561041860226223,0.498,1000,0.0349250842868588,0.0352517318214696,0.999991219874902,-0.0683386637581975
M6455,4,455,0.56110986054738,0.4905,1000,0.0349250842868588,0.0352516184035068,0.999991219874902,-0.0682901293866394
M2096,2,96,0.56111522681816,0.484,1000,0.0349250842868588,0.0352516094542094,0.999991219874902,0.0682754352431516
M2374,2,374,0.561121522448448,0.492,1000,0.0349250842868588,0.0352515989552317,0.999991219874902,-0.0675853582916375
M5040,3,1040,0.56138890651256,0.4925,1000,0.0349250842868588,0.035251153257721,0.999991219874902,-0.0681749239143983
M7190,4,1190,0.561617622192407,0.493,1000,0.0349250842868588,0.0352507723388918,0.999991219874902,0.068137976163257
M7855,4,1855,0.561620135973781,0.474,1000,0.0349250842868588,0.0352507681539215,0.999991219874902,-0.0684650477815012
M2929,2,929,0.561642176281444,0.4845,1000,0.0349250842868588,0.0352507314625203,0.999991219874902,0.0671592162176466
M9043,5,1043,0.561701536966812,0.493,1000,0.0349250842868588,0.0352506326561092,0.999991219874902,-0.0678172367877323
M9304,5,1304,0.561711908309182,0.493,1000,0.0349250842868588,0.0352506153949687,0.999991219874902,0.0673956163113303
M17,1,17,0.561734692286703,0.48,1000,0.0349250842868588,0.0352505774774969,0.999991219874902,-0.0686350395561703
M7418,4,1418,0.561770175683942,0.476,1000,0.0349250842868588,0.0352505184313152,0.999991219874902,0.0666705847806952
M1505,1,1505,0.56177944087145,0.4795,1000,0.0349250842868588,0.0352505030147497,0.999991219874902,0.0680443236115593
M7043,4,1043,0.561977020603142,0.481,1000,0.0349250842868588,0.0352501743733655,0.999991219874902,0.0672184085751155
M2270,2,270,0.561995975615192,0.4955,1000,0.0349250842868588,0.0352501428564894,0.999991219874902,-0.0679709899200702
M7062,4,1062,0.562190991428762,0.4975,1000,0.0349250842868588,0.0352498187183694,0.999991219874902,0.0673261422406313
M3515,2,1515,0.562271367757523,0.493,1000,0.0349250842868588,0.0352496851867895,0.999991219874902,0.0670053947603719
M5380,3,1380,0.562368550281762,0.4995,1000,0.0349250842868588,0.0352495237835757,0.999991219874902,0.0678801080757125
M4240,3,240,0.562370177072745,0.4965,1000,0.0349250842868588,0.0352495210822187,0.999991219874902,-0.0673534586248934
M2153,2,153,0.562390702137637,0.4795,1000,0.0349250842868588,0.0352494870007142,0.999991219874902,0.068156096883115
M7721,4,1721,0.562512150628379,0.495,1000,0.0349250842868588,0.0352492853866141,0.999991219874902,0.0679084458301986
M6854,4,854,0.56259167372541,0.478,1000,0.0349250842868588,0.0352491534173366,0.999991219874902,-0.0688275221497747
M6216,4,216,0.562598681692578,0.4685,1000,0.0349250842868588,0.0352491417892724,0.999991219874902,0.0686843040872418
M5169,3,1169,0.562641602703448,0.489,1000,0.0349250842868588,0.0352490705780935,0.999991219874902,-0.0675206746363415
M3504,2,1504,0.562677253688567,0.4975,1000,0.0349250842868588,0.0352490114367177,0.999991219874902,-0.0685270614617934
M3127,2,1127,0.562818518643303,0.4935,1000,0.0349250842868588,0.0352487771633291,0.999991219874902,-0.068890159088312
M3917,2,1917,0.562828167466979,0.4965,1000,0.0349250842868588,0.0352487611658767,0.999991219874902,0.0681148964543468
M187,1,187,0.562914116045905,0.486,1000,0.0349250842868588,0.0352486186890738,0.999991219874902,0.066852366850469
M5757,3,1757,0.56302247822077,0.49,1000,0.0349250842868588,0.035248439116967,0.999991219874902,-0.0670524715631018
M5589,3,1589,0.563100361070117,0.4935,1000,0.0349250842868588,0.0352483100946971,0.999991219874902,0.0674783589013259
M8983,5,983,0.563479239335223,0.488,1000,0.0349250842868588,0.0352476829275143,0.999991219874902,-0.0682184004705277
M9533,5,1533,0.563505001214704,0.495,1000,0.0349250842868588,0.035247640312701,0.999991219874902,-0.0685021678923476
M4037,3,37,0.563785441347136,0.477,1000,0.0349250842868588,0.0352471766568192,0.999991219874902,-0.0671742484756805
M4533,3,533,0.563830725532445,0.4955,1000,0.0349250842868588,0.0352471018294992,0.999991219874902,0.0674619455978132
M3904,2,1904,0.563851346529505,0.4555,1000,0.0349250842868588,0.0352470677593282,0.999991219874902,0.0662552885074206
M3531,2,1531,0.56385182984288,0.472,1000,0.0349250842868588,0.0352470669608212,0.999991219874902,-0.067495895192792
M3562,2,1562,0.563870989400739,0.4945,1000,0.0349250842868588,0.0352470353074573,0.999991219874902,0.0673945747612379
M2715,2,715,0.564051691370487,0.498,1000,0.0349250842868588,0.0352467368731174,0.999991219874902,0.0681261616772417
M4785,3,785,0.56407641792811,0.4965,1000,0.0349250842868588,0.0352466960508691,0.999991219874902,-0.0671058215993412
M2845,2,845,0.56423086658858,0.4905,1000,0.0349250842868588,0.0352464411423813,0.999991219874902,0.0663247818843615
M639,1,639,0.564266858527122,0.4885,1000,0.0349250842868588,0.035246381759139,0.999991219874902,0.0668558365617287
M909,1,909,0.564490959525409,0.487,1000,0.0349250842868588,0.0352460121785272,0.999991219874902,-0.0670249027047589
M189,1,189,0.564647676731579,0.4975,1000,0.0349250842868588,0.035245753893596,0.999991219874902,-0.0676928175180933
M1561,1,1561,0.564662717379993,0.496,1000,0.0349250842868588,0.0352457291124509,0.999991219874902,0.0678301980871083
M6058,4,58,0.564902832704511,0.49,1000,0.0349250842868588,0.0352453336684425,0.999991219874902,-0.0679309709706786
M7945,4,1945,0.565105353368687,0.477,1000,0.0349250842868588,0.0352450003913443,0.999991219874902,-0.0666802126092421
M1091,1,1091,0.565378877583649,0.4845,1000,0.0349250842868588,0.0352445506342136,0.999991219874902,-0.0660745230811131
M2767,2,767,0.565639722912143,0.479,1000,0.0349250842868588,0.0352441221171863,0.999991219874902,-0.0676356962292743
M3715,2,1715,0.566061694892221,0.4875,1000,0.0349250842868588,0.0352434297109468,0.999991219874902,-0.0680386665732726
M2572,2,572,0.566070970318143,0.493,1000,0.0349250842868588,0.0352434145023025,0.999991219874902,0.0677506367651972
M9123,5,1123,0.566080022055354,0.4935,1000,0.0349250842868588,0.0352433996609002,0.999991219874902,-0.067834621394752
M8836,5,836,0.566203021577433,0.4975,1000,0.0349250842868588,0.0352431980341037,0.999991219874902,-0.0667723918271008
M9475,5,1475,0.566204822798447,0.4895,1000,0.0349250842868588,0.0352431950820853,0.999991219874902,0.0685768954227797
M8970,5,970,0.566424114276085,0.486,1000,0.0349250842868588,0.0352428358216904,0.999991219874902,0.0673504619992968
M9990,5,1990,0.56657784352414,0.4775,1000,0.0349250842868588,0.0352425841312893,0.999991219874902,-0.0673381923232341
M7085,4,1085,0.566595456707901,0.48,1000,0.0349250842868588,0.035242555302889,0.999991219874902,0.0685703781384746
M1291,1,1291,0.566716333660897,0.494,1000,0.0349250842868588,0.0352423575042979,0.999991219874902,0.06648002677764
M427,1,427,0.566784176436629,0.4885,1000,0.0349250842868588,0.035242246524758,0.999991219874902,0.066096451821636
M6489,4,489,0.566913542858702,0.488,1000,0.0349250842868588,0.0352420349742005,0.999991219874902,0.0658599867693397
M4495,3,495,0.566917628526375,0.4935,1000,0.0349250842868588,0.0352420282945081,0.999991219874902,-0.0660707118898927
M1742,1,1742,0.566952659949106,0.478,1000,0.0349250842868588,0.0352419710251923,0.999991219874902,0.0674883535738218
M1997,1,1997,0.566994010904734,0.491,1000,0.0349250842868588,0.035241903433555,0.999991219874902,-0.0662041550700678
M6203,4,203,0.567208503337654,0.487,1000,0.0349250842868588,0.0352415529811475,0.999991219874902,0.0653563803305701
M1163,1,1163,0.567447538205744,0.4955,1000,0.0349250842868588,0.0352411627329595,0.999991219874902,0.0671065936119817
M8060,5,60,0.567511488990704,0.4955,1000,0.0349250842868588,0.0352410583811315,0.999991219874902,-0.0665863181835107
M8756,5,756,0.567561102206206,0.496,1000,0.0349250842868588,0.0352409774404147,0.999991219874902,0.0683792416514279
M9862,5,1862,0.567592618505821,0.4915,1000,0.0349250842868588,0.0352409260307799,0.999991219874902,-0.0669306687878475
M8468,5,468,0.567766790322258,0.493,1000,0.0349250842868588,0.0352406420204606,0.999991219874902,-0.0661630029817388
M4178,3,178,0.567773243467371,0.4745,1000,0.0349250842868588,0.0352406315010051,0.999991219874902,-0.0666983244198036
M4065,3,65,0.567865160517955,0.496,1000,0.0349250842868588,0.035240481689667,0.999991219874902,0.0658394450297237
M3237,2,1237,0.567924086752964,0.4925,1000,0.0349250842868588,0.035240385673353,0.999991219874902,-0.066757424701791
M6495,4,495,0.567928598637967,0.478,1000,0.0349250842868588,0.0352403783223405,0.999991219874902,0.0659999490204086
M1183,1,1183,0.567952224038081,0.4735,1000,0.0349250842868588,0.0352403398323916,0.999991219874902,-0.0661986940081647
M3209,2,1209,0.56811191170406,0.493,1000,0.0349250842868588,0.0352400797546889,0.999991219874902,0.0679337880339972
M5935,3,1935,0.568125394047612,0.4975,1000,0.0349250842868588,0.0352400578029868,0.999991219874902,-0.0678429923243016
M6532,4,532,0.568144406284425,0.4745,1000,0.0349250842868588,0.0352400268493345,0.999991219874902,0.0662348112414861
M9998,5,1998,0.568167874548376,0.4875,1000,0.0349250842868588,0.0352399886436493,0.999991219874902,-0.066993300914703
M1690,1,1690,0.568242715033165,0.4985,1000,0.0349250842868588,0.0352398668259328,0.999991219874902,0.0661527583015982
M4266,3,266,0.568336245531006,0.471,1000,0.0349250842868588,0.0352397146304473,0.999991219874902,0.0673445783713191
M1615,1,1615,0.568336791203926,0.4735,1000,0.0349250842868588,0.0352397137426543,0.999991219874902,0.066461710831561
M1453,1,1453,0.568351177921834,0.4915,1000,0.0349250842868588,0.0352396903365509,0.999991219874902,0.0675908939974761
M7535,4,1535,0.568428585851039,0.4915,1000,0.0349250842868588,0.0352395644195146,0.999991219874902,-0.068012379546758
M8733,5,733,0.568432585681579,0.493,1000,0.0349250842868588,0.0352395579140252,0.999991219874902,0.0669048106210539
M8414,5,414,0.568660667715219,0.4905,1000,0.0349250842868588,0.0352391870994888,0.999991219874902,-0.0662273455119475
